n,theta,r,t,Y
0.4013671875,0.2744140625,0.3408203125,0.7958984375,0.18386568
0.4013671875,0.2744140625,0.5244140625,0.2451171875,0.2847154
0.7001953125,0.7607421875,0.3408203125,0.2451171875,0.45389995
0.9013671875,0.7744140625,0.0244140625,0.2958984375,0.39452142
0.2001953125,0.7744140625,0.0244140625,0.2958984375,0.33731514
0.9013671875,0.2607421875,0.0244140625,0.2958984375,0.20471115
0.9013671875,0.7744140625,0.8408203125,0.2958984375,0.5200066
0.9013671875,0.7744140625,0.0244140625,0.7451171875,0.348608
0.2001953125,0.2607421875,0.8408203125,0.7451171875,0.22707659
0.6513671875,0.0244140625,0.7744140625,0.5458984375,0.30158666
0.4501953125,0.0244140625,0.7744140625,0.5458984375,0.28418747
0.6513671875,0.0107421875,0.7744140625,0.5458984375,0.30156985
0.6513671875,0.0244140625,0.0908203125,0.5458984375,0.17952707
0.6513671875,0.0244140625,0.7744140625,0.9951171875,0.22944745
0.4501953125,0.0107421875,0.0908203125,0.9951171875,0.0899719
0.1513671875,0.5244140625,0.2744140625,0.0458984375,0.35726142
0.9501953125,0.5244140625,0.2744140625,0.0458984375,0.42119274
0.1513671875,0.5107421875,0.2744140625,0.0458984375,0.35095748
0.1513671875,0.5244140625,0.5908203125,0.0458984375,0.42999914
0.1513671875,0.5244140625,0.2744140625,0.4951171875,0.33159018
0.9501953125,0.5107421875,0.5908203125,0.4951171875,0.46195528
0.2138671875,0.4619140625,0.8369140625,0.3583984375,0.3979026
0.2626953125,0.4619140625,0.8369140625,0.3583984375,0.4057903
0.2138671875,0.6982421875,0.8369140625,0.3583984375,0.46067402
0.2138671875,0.4619140625,0.2783203125,0.3583984375,0.31467316
0.2138671875,0.4619140625,0.8369140625,0.1826171875,0.4076811
0.2626953125,0.6982421875,0.2783203125,0.1826171875,0.39511076
0.7138671875,0.9619140625,0.3369140625,0.8583984375,0.3860169
0.7626953125,0.9619140625,0.3369140625,0.8583984375,0.38739258
0.7138671875,0.1982421875,0.3369140625,0.8583984375,0.19082357
0.7138671875,0.9619140625,0.7783203125,0.8583984375,0.4572519
0.7138671875,0.9619140625,0.3369140625,0.6826171875,0.41397852
0.7626953125,0.1982421875,0.7783203125,0.6826171875,0.2913959
0.9638671875,0.2119140625,0.5869140625,0.1083984375,0.320232
0.5126953125,0.2119140625,0.5869140625,0.1083984375,0.3078443
0.9638671875,0.4482421875,0.5869140625,0.1083984375,0.43891838
0.9638671875,0.2119140625,0.0283203125,0.1083984375,0.2067768
0.9638671875,0.2119140625,0.5869140625,0.9326171875,0.23249573
0.5126953125,0.4482421875,0.0283203125,0.9326171875,0.22533917
0.4638671875,0.7119140625,0.0869140625,0.6083984375,0.35282713
0.0126953125,0.7119140625,0.0869140625,0.6083984375,0.2818011
0.4638671875,0.9482421875,0.0869140625,0.6083984375,0.35347936
0.4638671875,0.7119140625,0.5283203125,0.6083984375,0.44993198
0.4638671875,0.7119140625,0.0869140625,0.4326171875,0.37052652
0.0126953125,0.9482421875,0.5283203125,0.4326171875,0.39725754
0.3388671875,0.0869140625,0.4619140625,0.7333984375,0.2061635
0.1376953125,0.0869140625,0.4619140625,0.7333984375,0.17382392
0.3388671875,0.5732421875,0.4619140625,0.7333984375,0.39350322
0.3388671875,0.0869140625,0.1533203125,0.7333984375,0.1336568
0.3388671875,0.0869140625,0.4619140625,0.8076171875,0.19437422
0.1376953125,0.5732421875,0.1533203125,0.8076171875,0.27686766
0.8388671875,0.5869140625,0.9619140625,0.2333984375,0.5011862
0.6376953125,0.5869140625,0.9619140625,0.2333984375,0.49554583
0.8388671875,0.0732421875,0.9619140625,0.2333984375,0.3115474
0.8388671875,0.5869140625,0.6533203125,0.2333984375,0.51414937
0.8388671875,0.5869140625,0.9619140625,0.3076171875,0.49707422
0.6376953125,0.0732421875,0.6533203125,0.3076171875,0.31475824
0.5888671875,0.3369140625,0.2119140625,0.9833984375,0.1563213
0.8876953125,0.3369140625,0.2119140625,0.9833984375,0.1646475
0.5888671875,0.3232421875,0.2119140625,0.9833984375,0.15012874
0.5888671875,0.3369140625,0.4033203125,0.9833984375,0.20303135
0.5888671875,0.3369140625,0.2119140625,0.0576171875,0.25632986
0.8876953125,0.3232421875,0.4033203125,0.0576171875,0.30517355
0.0888671875,0.8369140625,0.7119140625,0.4833984375,0.43103042
0.3876953125,0.8369140625,0.7119140625,0.4833984375,0.47876957
0.0888671875,0.8232421875,0.7119140625,0.4833984375,0.4310132
0.0888671875,0.8369140625,0.9033203125,0.4833984375,0.42267933
0.0888671875,0.8369140625,0.7119140625,0.5576171875,0.4235741
0.3876953125,0.8232421875,0.9033203125,0.5576171875,0.4629449
0.1201171875,0.3681640625,0.3681640625,0.5146484375,0.22290751
0.6064453125,0.3681640625,0.3681640625,0.5146484375,0.28726807
0.1201171875,0.1044921875,0.3681640625,0.5146484375,0.17454246
0.1201171875,0.3681640625,0.7470703125,0.5146484375,0.28617758
0.1201171875,0.3681640625,0.3681640625,0.0263671875,0.25096983
0.6064453125,0.1044921875,0.7470703125,0.0263671875,0.33023536
0.6201171875,0.8681640625,0.8681640625,0.0146484375,0.5231075
0.1064453125,0.8681640625,0.8681640625,0.0146484375,0.45536813
0.6201171875,0.6044921875,0.8681640625,0.0146484375,0.5177315
0.6201171875,0.8681640625,0.2470703125,0.0146484375,0.43522578
0.6201171875,0.8681640625,0.8681640625,0.5263671875,0.49359176
0.1064453125,0.6044921875,0.2470703125,0.5263671875,0.3325945
0.8701171875,0.1181640625,0.1181640625,0.7646484375,0.15962109
0.3564453125,0.1181640625,0.1181640625,0.7646484375,0.12581176
0.8701171875,0.8544921875,0.1181640625,0.7646484375,0.356527
0.8701171875,0.1181640625,0.9970703125,0.7646484375,0.25243416
0.8701171875,0.1181640625,0.1181640625,0.7763671875,0.15776019
0.3564453125,0.8544921875,0.9970703125,0.7763671875,0.41366988
0.3701171875,0.6181640625,0.6181640625,0.2646484375,0.47941893
0.8564453125,0.6181640625,0.6181640625,0.2646484375,0.5115418
0.3701171875,0.3544921875,0.6181640625,0.2646484375,0.32562613
0.3701171875,0.6181640625,0.4970703125,0.2646484375,0.45743337
0.3701171875,0.6181640625,0.6181640625,0.2763671875,0.47877023
0.8564453125,0.3544921875,0.4970703125,0.2763671875,0.33511475
0.4951171875,0.2431640625,0.9931640625,0.3896484375,0.28366327
0.9814453125,0.2431640625,0.9931640625,0.3896484375,0.29695958
0.4951171875,0.2294921875,0.9931640625,0.3896484375,0.28243557
0.4951171875,0.2431640625,0.8720703125,0.3896484375,0.30254114
0.4951171875,0.2431640625,0.9931640625,0.9013671875,0.21700366
0.9814453125,0.2294921875,0.8720703125,0.9013671875,0.24795009
0.9951171875,0.7431640625,0.4931640625,0.8896484375,0.41537842
0.4814453125,0.7431640625,0.4931640625,0.8896484375,0.40138406
0.9951171875,0.7294921875,0.4931640625,0.8896484375,0.41526818
0.9951171875,0.7431640625,0.3720703125,0.8896484375,0.38596183
0.9951171875,0.7431640625,0.4931640625,0.4013671875,0.47888324
0.4814453125,0.7294921875,0.3720703125,0.4013671875,0.43536204
0.7451171875,0.4931640625,0.7431640625,0.1396484375,0.49023864
0.2314453125,0.4931640625,0.7431640625,0.1396484375,0.43822524
0.7451171875,0.9794921875,0.7431640625,0.1396484375,0.5304699
0.7451171875,0.4931640625,0.6220703125,0.1396484375,0.48082438
0.7451171875,0.4931640625,0.7431640625,0.1513671875,0.48979542
0.2314453125,0.9794921875,0.6220703125,0.1513671875,0.4685991
0.2451171875,0.9931640625,0.2431640625,0.6396484375,0.34790346
0.7314453125,0.9931640625,0.2431640625,0.6396484375,0.3973224
0.2451171875,0.4794921875,0.2431640625,0.6396484375,0.2982917
0.2451171875,0.9931640625,0.1220703125,0.6396484375,0.32438734
0.2451171875,0.9931640625,0.2431640625,0.6513671875,0.34640414
0.7314453125,0.4794921875,0.1220703125,0.6513671875,0.32269526
0.1826171875,0.0556640625,0.6806640625,0.9521484375,0.17924947
0.0439453125,0.0556640625,0.6806640625,0.9521484375,0.15447968
0.1826171875,0.2919921875,0.6806640625,0.9521484375,0.19243568
0.1826171875,0.0556640625,0.8095703125,0.9521484375,0.18147156
0.1826171875,0.0556640625,0.6806640625,0.9638671875,0.176773
0.0439453125,0.2919921875,0.8095703125,0.9638671875,0.16741149
0.6826171875,0.5556640625,0.1806640625,0.4521484375,0.38840663
0.5439453125,0.5556640625,0.1806640625,0.4521484375,0.37898797
0.6826171875,0.7919921875,0.1806640625,0.4521484375,0.40189654
0.6826171875,0.5556640625,0.3095703125,0.4521484375,0.41770875
0.6826171875,0.5556640625,0.1806640625,0.4638671875,0.38737655
0.5439453125,0.7919921875,0.3095703125,0.4638671875,0.42074993
0.9326171875,0.3056640625,0.9306640625,0.7021484375,0.288783
0.7939453125,0.3056640625,0.9306640625,0.7021484375,0.2905903
0.9326171875,0.5419921875,0.9306640625,0.7021484375,0.45158488
0.9326171875,0.3056640625,0.5595703125,0.7021484375,0.28286958
0.9326171875,0.3056640625,0.9306640625,0.2138671875,0.3327374
0.7939453125,0.5419921875,0.5595703125,0.2138671875,0.49143308
0.4326171875,0.8056640625,0.4306640625,0.2021484375,0.45700797
0.2939453125,0.8056640625,0.4306640625,0.2021484375,0.43813697
0.4326171875,0.0419921875,0.4306640625,0.2021484375,0.25981238
0.4326171875,0.8056640625,0.0595703125,0.2021484375,0.37902838
0.4326171875,0.8056640625,0.4306640625,0.7138671875,0.41083732
0.2939453125,0.0419921875,0.0595703125,0.7138671875,0.11679117
0.3076171875,0.4306640625,0.0556640625,0.0771484375,0.2739637
0.4189453125,0.4306640625,0.0556640625,0.0771484375,0.28912687
0.3076171875,0.4169921875,0.0556640625,0.0771484375,0.2606066
0.3076171875,0.4306640625,0.6845703125,0.0771484375,0.39696673
0.3076171875,0.4306640625,0.0556640625,0.0888671875,0.2736086
0.4189453125,0.4169921875,0.6845703125,0.0888671875,0.3984177
0.8076171875,0.9306640625,0.5556640625,0.5771484375,0.480189
0.9189453125,0.9306640625,0.5556640625,0.5771484375,0.47873685
0.8076171875,0.9169921875,0.5556640625,0.5771484375,0.48018637
0.8076171875,0.9306640625,0.1845703125,0.5771484375,0.3936069
0.8076171875,0.9306640625,0.5556640625,0.5888671875,0.47885585
0.9189453125,0.9169921875,0.1845703125,0.5888671875,0.3908189
0.5576171875,0.1806640625,0.3056640625,0.3271484375,0.23570041
0.6689453125,0.1806640625,0.3056640625,0.3271484375,0.24326849
0.5576171875,0.6669921875,0.3056640625,0.3271484375,0.4299444
0.5576171875,0.1806640625,0.9345703125,0.3271484375,0.30073658
0.5576171875,0.1806640625,0.3056640625,0.8388671875,0.17629647
0.6689453125,0.6669921875,0.9345703125,0.8388671875,0.44314462
0.0576171875,0.6806640625,0.8056640625,0.8271484375,0.37937817
0.1689453125,0.6806640625,0.8056640625,0.8271484375,0.39928117
0.0576171875,0.1669921875,0.8056640625,0.8271484375,0.18438971
0.0576171875,0.6806640625,0.4345703125,0.8271484375,0.3335991
0.0576171875,0.6806640625,0.8056640625,0.3388671875,0.4359597
0.1689453125,0.1669921875,0.4345703125,0.3388671875,0.2150951
0.0419921875,0.3837890625,0.5712890625,0.6552734375,0.2508041
0.9658203125,0.3837890625,0.5712890625,0.6552734375,0.3337874
0.0419921875,0.0576171875,0.5712890625,0.6552734375,0.19000047
0.0419921875,0.3837890625,0.9814453125,0.6552734375,0.2457586
0.0419921875,0.3837890625,0.5712890625,0.4482421875,0.273032
0.9658203125,0.0576171875,0.9814453125,0.4482421875,0.29016626
0.5419921875,0.8837890625,0.0712890625,0.1552734375,0.3937685
0.4658203125,0.8837890625,0.0712890625,0.1552734375,0.3861261
0.5419921875,0.5576171875,0.0712890625,0.1552734375,0.3806486
0.5419921875,0.8837890625,0.4814453125,0.1552734375,0.48258504
0.5419921875,0.8837890625,0.0712890625,0.9482421875,0.30450538
0.4658203125,0.5576171875,0.4814453125,0.9482421875,0.3725597
0.7919921875,0.1337890625,0.8212890625,0.9052734375,0.25185013
0.2158203125,0.1337890625,0.8212890625,0.9052734375,0.19641863
0.7919921875,0.8076171875,0.8212890625,0.9052734375,0.44853187
0.7919921875,0.1337890625,0.7314453125,0.9052734375,0.2530768
0.7919921875,0.1337890625,0.8212890625,0.6982421875,0.28650945
0.2158203125,0.8076171875,0.7314453125,0.6982421875,0.4289863
0.2919921875,0.6337890625,0.3212890625,0.4052734375,0.39484856
0.7158203125,0.6337890625,0.3212890625,0.4052734375,0.4364345
0.2919921875,0.3076171875,0.3212890625,0.4052734375,0.21823096
0.2919921875,0.6337890625,0.2314453125,0.4052734375,0.37325594
0.2919921875,0.6337890625,0.3212890625,0.1982421875,0.40740275
0.7158203125,0.3076171875,0.2314453125,0.1982421875,0.25077853
0.4169921875,0.0087890625,0.1962890625,0.2802734375,0.19709723
0.5908203125,0.0087890625,0.1962890625,0.2802734375,0.21448319
0.4169921875,0.1826171875,0.1962890625,0.2802734375,0.19866459
0.4169921875,0.0087890625,0.6064453125,0.2802734375,0.28975344
0.4169921875,0.0087890625,0.1962890625,0.5732421875,0.17286322
0.5908203125,0.1826171875,0.6064453125,0.5732421875,0.28447276
0.9169921875,0.5087890625,0.6962890625,0.7802734375,0.43796915
0.0908203125,0.5087890625,0.6962890625,0.7802734375,0.3620536
0.9169921875,0.6826171875,0.6962890625,0.7802734375,0.4680057
0.9169921875,0.5087890625,0.1064453125,0.7802734375,0.3200961
0.9169921875,0.5087890625,0.6962890625,0.0732421875,0.49905354
0.0908203125,0.6826171875,0.1064453125,0.0732421875,0.33530146
0.6669921875,0.2587890625,0.4462890625,0.0302734375,0.29686475
0.3408203125,0.2587890625,0.4462890625,0.0302734375,0.2645582
0.6669921875,0.9326171875,0.4462890625,0.0302734375,0.48712873
0.6669921875,0.2587890625,0.8564453125,0.0302734375,0.33637738
0.6669921875,0.2587890625,0.4462890625,0.3232421875,0.2843688
0.3408203125,0.9326171875,0.8564453125,0.3232421875,0.48183882
0.1669921875,0.7587890625,0.9462890625,0.5302734375,0.4252628
0.8408203125,0.7587890625,0.9462890625,0.5302734375,0.48906738
0.1669921875,0.4326171875,0.9462890625,0.5302734375,0.334803
0.1669921875,0.7587890625,0.3564453125,0.5302734375,0.37499666
0.1669921875,0.7587890625,0.9462890625,0.8232421875,0.3853884
0.8408203125,0.4326171875,0.3564453125,0.8232421875,0.3084671
0.2294921875,0.1962890625,0.3837890625,0.8427734375,0.15414545
0.4033203125,0.1962890625,0.3837890625,0.8427734375,0.17954625
0.2294921875,0.3701171875,0.3837890625,0.8427734375,0.20217341
0.2294921875,0.1962890625,0.5439453125,0.8427734375,0.1911304
0.2294921875,0.1962890625,0.3837890625,0.5107421875,0.19940841
0.4033203125,0.3701171875,0.5439453125,0.5107421875,0.30982214
0.7294921875,0.6962890625,0.8837890625,0.3427734375,0.5117094
0.9033203125,0.6962890625,0.8837890625,0.3427734375,0.5121312
0.7294921875,0.8701171875,0.8837890625,0.3427734375,0.51257706
0.7294921875,0.6962890625,0.0439453125,0.3427734375,0.39183694
0.7294921875,0.6962890625,0.8837890625,0.0107421875,0.52594346
0.9033203125,0.8701171875,0.0439453125,0.0107421875,0.4073605
0.9794921875,0.4462890625,0.1337890625,0.5927734375,0.30109587
0.6533203125,0.4462890625,0.1337890625,0.5927734375,0.30031204
0.9794921875,0.6201171875,0.1337890625,0.5927734375,0.37475386
0.9794921875,0.4462890625,0.7939453125,0.5927734375,0.41654176
0.9794921875,0.4462890625,0.1337890625,0.2607421875,0.32863307
0.6533203125,0.6201171875,0.7939453125,0.2607421875,0.5169532
0.4794921875,0.9462890625,0.6337890625,0.0927734375,0.50615567
0.1533203125,0.9462890625,0.6337890625,0.0927734375,0.4589559
0.4794921875,0.1201171875,0.6337890625,0.0927734375,0.30923483
0.4794921875,0.9462890625,0.2939453125,0.0927734375,0.4321125
0.4794921875,0.9462890625,0.6337890625,0.7607421875,0.44876465
0.1533203125,0.1201171875,0.2939453125,0.7607421875,0.13060094
0.3544921875,0.3212890625,0.7587890625,0.2177734375,0.3191517
0.0283203125,0.3212890625,0.7587890625,0.2177734375,0.2647428
0.3544921875,0.4951171875,0.7587890625,0.2177734375,0.45493603
0.3544921875,0.3212890625,0.9189453125,0.2177734375,0.30734456
0.3544921875,0.3212890625,0.7587890625,0.3857421875,0.30898803
0.0283203125,0.4951171875,0.9189453125,0.3857421875,0.3785563
0.8544921875,0.8212890625,0.2587890625,0.7177734375,0.39151376
0.5283203125,0.8212890625,0.2587890625,0.7177734375,0.3775464
0.8544921875,0.9951171875,0.2587890625,0.7177734375,0.39158684
0.8544921875,0.8212890625,0.4189453125,0.7177734375,0.43158668
0.8544921875,0.8212890625,0.2587890625,0.8857421875,0.3634158
0.5283203125,0.9951171875,0.4189453125,0.8857421875,0.38959444
0.6044921875,0.0712890625,0.5087890625,0.4677734375,0.27684194
0.7783203125,0.0712890625,0.5087890625,0.4677734375,0.2843586
0.6044921875,0.7451171875,0.5087890625,0.4677734375,0.47372
0.6044921875,0.0712890625,0.6689453125,0.4677734375,0.3020917
0.6044921875,0.0712890625,0.5087890625,0.6357421875,0.2588298
0.7783203125,0.7451171875,0.6689453125,0.6357421875,0.4884743
0.1044921875,0.5712890625,0.0087890625,0.9677734375,0.22322549
0.2783203125,0.5712890625,0.0087890625,0.9677734375,0.25250602
0.1044921875,0.2451171875,0.0087890625,0.9677734375,0.041490227
0.1044921875,0.5712890625,0.1689453125,0.9677734375,0.2428353
0.1044921875,0.5712890625,0.0087890625,0.1357421875,0.31735477
0.2783203125,0.2451171875,0.1689453125,0.1357421875,0.18450984
0.0732421875,0.1025390625,0.9150390625,0.0615234375,0.24534747
0.7470703125,0.1025390625,0.9150390625,0.0615234375,0.3249271
0.0732421875,0.9638671875,0.9150390625,0.0615234375,0.44240874
0.0732421875,0.1025390625,0.4501953125,0.0615234375,0.21368022
0.0732421875,0.1025390625,0.9150390625,0.6669921875,0.20057505
0.7470703125,0.9638671875,0.4501953125,0.6669921875,0.4455487
0.5732421875,0.6025390625,0.4150390625,0.5615234375,0.4348244
0.2470703125,0.6025390625,0.4150390625,0.5615234375,0.3945304
0.5732421875,0.4638671875,0.4150390625,0.5615234375,0.3784621
0.5732421875,0.6025390625,0.9501953125,0.5615234375,0.46957755
0.5732421875,0.6025390625,0.4150390625,0.1669921875,0.4632597
0.2470703125,0.4638671875,0.9501953125,0.1669921875,0.40135652
0.8232421875,0.3525390625,0.6650390625,0.3115234375,0.35943386
0.4970703125,0.3525390625,0.6650390625,0.3115234375,0.34225047
0.8232421875,0.2138671875,0.6650390625,0.3115234375,0.32417354
0.8232421875,0.3525390625,0.2001953125,0.3115234375,0.26048335
0.8232421875,0.3525390625,0.6650390625,0.4169921875,0.3519677
0.4970703125,0.2138671875,0.2001953125,0.4169921875,0.20057347
0.3232421875,0.8525390625,0.1650390625,0.8115234375,0.3181893
0.9970703125,0.8525390625,0.1650390625,0.8115234375,0.35212597
0.3232421875,0.7138671875,0.1650390625,0.8115234375,0.31759655
0.3232421875,0.8525390625,0.7001953125,0.8115234375,0.4267824
0.3232421875,0.8525390625,0.1650390625,0.9169921875,0.2987597
0.9970703125,0.7138671875,0.7001953125,0.9169921875,0.44069675
0.4482421875,0.4775390625,0.2900390625,0.9365234375,0.28757095
0.8720703125,0.4775390625,0.2900390625,0.9365234375,0.30968988
0.4482421875,0.8388671875,0.2900390625,0.9365234375,0.33858418
0.4482421875,0.4775390625,0.0751953125,0.9365234375,0.24668263
0.4482421875,0.4775390625,0.2900390625,0.2919921875,0.36777392
0.8720703125,0.8388671875,0.0751953125,0.2919921875,0.40001777
0.9482421875,0.9775390625,0.7900390625,0.4365234375,0.51127446
0.3720703125,0.9775390625,0.7900390625,0.4365234375,0.48179126
0.9482421875,0.3388671875,0.7900390625,0.4365234375,0.34445196
0.9482421875,0.9775390625,0.5751953125,0.4365234375,0.4949056
0.9482421875,0.9775390625,0.7900390625,0.7919921875,0.46795374
0.3720703125,0.3388671875,0.5751953125,0.7919921875,0.2552792
0.6982421875,0.2275390625,0.0400390625,0.6865234375,0.16332273
0.1220703125,0.2275390625,0.0400390625,0.6865234375,0.09418632
0.6982421875,0.0888671875,0.0400390625,0.6865234375,0.15967669
0.6982421875,0.2275390625,0.3251953125,0.6865234375,0.21637295
0.6982421875,0.2275390625,0.0400390625,0.5419921875,0.1808013
0.1220703125,0.0888671875,0.3251953125,0.5419921875,0.16106904
0.1982421875,0.7275390625,0.5400390625,0.1865234375,0.44760942
0.6220703125,0.7275390625,0.5400390625,0.1865234375,0.4994771
0.1982421875,0.5888671875,0.5400390625,0.1865234375,0.44079626
0.1982421875,0.7275390625,0.8251953125,0.1865234375,0.46884707
